MATRICULA   NOMBRE                           APPAT                            APMAT                            FECHA NAC    EDAD   SEXO      LUGAR NAC              CURP
311042      LAURA                            TORRES                           ALVAREZ                          11-07-2018   5      MUJER     QUINTANA ROO           TOAL180711MQRRLRB0
311052      DANIEL                           ZAPATA                           PEREZ                            09-02-1984   39     HOMBRE    SONORA                 ZAPD840209HSRPRN00
311058      ANDRES                           FLORES                           FERNANDEZ                        31-07-1992   31     HOMBRE    NUEVO LEON             FOFA920731HNLLRN06
311062      ROSA                             ALVAREZ                          ORTEGA                           09-11-1997   25     MUJER     AGUASCALIENTES         AAOR971109MASLRS05
311070      MONICA                           ORTEGA                           CASTRO                           17-05-2012   11     MUJER     TLAXCALA               OECM120517MTLRSNB0
311072      JOSE                             MARTINEZ                         GOMEZ                            17-03-2000   23     HOMBRE    TABASCO                MAGJ000317HTCRMXA4
311077      PEDRO                            MORENO                           GONZALEZ                         14-10-2020   3      HOMBRE    ZACATECAS              MOGP201014HZSRNDC9
311078      DIANA                            VARGAS                           FUENTES                          08-05-2015   8      MUJER     YUCATAN                VAFD150508MYNRNNB6
311082      JULIA                            RODRIGUEZ                        SOTO                             05-01-2000   23     MUJER     BAJA CALIFORNIA SUR    ROSJ000105MBSDTLA2
311085      JOSE LUIS                        VEGA                             CHAVEZ                           26-05-1993   30     HOMBRE    DISTRITO FEDERAL       VECL930526HDFGHS01
311087      JOSE                             PEREZ                            VARGAS                           15-08-2018   5      HOMBRE    COAHUILA               PEVJ180815HCLRRXB4
311090      DANIEL                           GOMEZ                            MENDOZA                          24-03-2012   11     HOMBRE    BAJA CALIFORNIA SUR    GOMD120324HBSMNNB7
311096      DAVID                            SILVA                            NUNEZ                            08-04-1990   33     HOMBRE    DISTRITO FEDERAL       SIND900408HDFLNV06
311097      LUISA                            DIAZ                             LARA                             05-02-1987   36     MUJER     PUEBLA                 DILL870205MPLZRS07
312009      FRANCISCO                        ACOSTA                           NUNEZ                            25-05-2015   8      HOMBRE    COLIMA                 AONF150525HCMCNRB6
312013      JULIA                            MORENO                           CRUZ                             07-02-1980   43     MUJER     QUERETARO              MOCJ800207MQTRRL07
312014      JUAN                             SOTO                             MORENO                           30-01-2017   6      HOMBRE    NUEVO LEON             SOMJ170130HNLTRNB2
312015      MONICA                           CHAVEZ                           ORTEGA                           06-11-2013   9      MUJER     OAXACA                 CAOM131106MOCHRNB9
312023      DAVID                            YEPIZ                            ORTEGA                           04-09-1983   40     HOMBRE    NAYARIT                YEOD830904HNTPRV01
312026      LUISA                            TORRES                           LARA                             07-05-1996   27     MUJER     COAHUILA               TOLL960507MCLRRS03
312028      JAVIER                           SILVA                            VALDEZ                           03-07-2001   22     HOMBRE    CAMPECHE               SIVJ010703HCCLLVA2
312029      LUIS                             GONZALEZ                         MORALES                          18-07-2006   17     HOMBRE    COLIMA                 GOML060718HCMNRSA0
312030      MARTA                            SANCHEZ                          MARTINEZ                         11-01-2015   8      MUJER     GUANAJUATO             SAMM150111MGTNRRB5
